"Plant.Code","huc_12","YEAR","Plant.Name","County","State","Name.of.Water.Source","coolingType","ModelType","Plant.level_dom_fuel","general_mover","Net.Generation.Year.To.Date","cu_mgd","cu_lower_mgd","cu_upper_mgd","wd_mgd","wd_lower_mgd","wd_upper_mgd"
55736,"050901030105",2011,"Hanging Rock Energy Facility","Lawrence","OH","Ohio River","Recirculating Tower","tower","gas","NGCC",5812786,2.93413684481591,2.40599221274904,3.46228147688277,4.10779158274227,2.70674123934267,6.92456295376554
55749,"100800150704",2011,"Hardin Generator Project","Big Horn","MT","Bighorn River","Recirculating Tower","tower","coal","ST",645637,1.02248791189827,0.83844008775658,1.20653573603996,1.43148307665758,0.943245098726153,2.41307147207991
55801,"020402020607",2011,"FPL Energy Marcus Hook LP","Delaware County","PA","Delaware River","Recirculating Tower","tower","gas","NGCC",4026350.71,2.14748307967305,1.7609361253319,2.5340300340142,3.00647631154227,1.98105314099839,5.06806006802839
55818,"171100190302",2011,"Frederickson Power LP","Pierce","WA","Municipality","Recirculating Tower","tower","gas","NGCC",271193,0.121239553216668,0.0994164336376676,0.143062672795668,0.169735374503335,0.111843487842376,0.286125345591336
55821,"030801011003",2011,"Curtis H Stanton Energy Center","Orange","FL","Stanton Energy Center","Recirculating Tower","tower","gas","NGCC",1791562.003,1.11299179841323,0.912653274698852,1.31333032212762,1.55818851777853,1.02673493403621,2.62666064425523
55835,"101900030803",2011,"Rocky Mountain Energy Center","Weld","CO","Wells","Recirculating Tower","tower","gas","NGCC",2665042,1.57569054228025,1.29206624466981,1.8593148398907,2.20596675919235,1.45357452525353,3.7186296797814
55853,"180702020306",2011,"Inland Empire Energy Center","Riverside County","CA","Eastern Muni Water District","Recirculating Tower","tower","gas","NGCC",3119366,1.56956252748276,1.28704127253587,1.85208378242966,2.19738753847587,1.44792143160285,3.70416756485932
55927,"030601090305",2011,"Jasper","Jasper","SC","Municipality","Recirculating Tower","tower","gas","NGCC",5549564.005,3.21167550490045,2.63357391401837,3.78977709578253,4.49634570686063,2.96277065327067,7.57955419156507
55952,"150100150604",2011,"Las Vegas Cogeneration II LLC","Clark","NV","City Of North Las Vegas","Recirculating Tower","tower","gas","NGCC",256257,0.2716563859576,0.222758236485232,0.320554535429968,0.38031894034064,0.250603016045886,0.641109070859936
55965,"031300020408",2011,"Wansley Combined Cycle","Heard","GA","Chattahoochee River","Recirculating Tower","tower","gas","NGCC",6051261,3.05096082104838,2.50178787325967,3.60013376883709,4.27134514946773,2.81451135741713,7.20026753767417
55970,"180400130703",2011,"Cosumnes","Sacramento","CA","Unavailable","Recirculating Tower","tower","gas","NGCC",3369234,1.646662512558,1.35026326029756,1.94306176481844,2.3053275175812,1.51904616783475,3.88612352963687
55977,"140801041006",2011,"Bluffview","San Juan","NM","Municipality","Recirculating Tower","tower","gas","NGCC",232583,0.148023741415554,0.121379467960755,0.174668014870354,0.207233237981776,0.136551901455849,0.349336029740709
55985,"180703030402",2011,"Palomar Energy","San Diego","CA","Municipality","Recirculating Tower","tower","gas","NGCC",2154623,1.15593249988244,0.9478646499036,1.36400034986128,1.61830549983541,1.06634773114155,2.72800069972256
55990,"041100030105",2011,"Ashtabula","Ashtabula","OH","Lake Erie","Recirculating Tower","tower","gas","NGCC",151550.86,0,0,0,0,0,0
56026,"180500030306",2011,"Donald Von Raesfeld Power Plant","Santa Clara","CA","City Reclaimed Water","Recirculating Tower","tower","gas","NGCC",404973,0.279692620193135,0.229347948558371,0.3300372918279,0.39156966827039,0.258016442128167,0.6600745836558
56031,"040302040402",2011,"Fox Energy Center","Outagamie","WI","Heart of the Valley Metropolit","Recirculating Tower","tower","gas","NGCC",1580886.009,0.740039978390707,0.60683278228038,0.873247174501034,1.03605596974699,0.682686880065427,1.74649434900207
56041,"180701050401",2011,"Malburg","LOS ANGELES","CA","Municipality","Recirculating Tower","tower","gas","NGCC",643856,0.430499845330576,0.353009873171072,0.507989817490079,0.602699783462806,0.397136107317456,1.01597963498016
56046,"180701050208",2011,"Magnolia Power Project","Los Angeles","CA","Municipality","Recirculating Tower","tower","gas","NGCC",1119338,0.57919647846211,0.47494111233893,0.68345184458529,0.810875069846955,0.534308751381297,1.36690368917058
56068,"040400020101",2011,"Elm Road Generating Station","Milwaukee","WI","Lake Michigan","Once-through fresh","lake","coal","ST",4793515,3.25810123223315,2.54131896114186,3.97488350332445,342.918982380897,155.823695883924,2574.3691268653
56078,"180400020205",2011,"Walnut Energy Center","Stanislaus","CA","Reclaim Water","Recirculating Tower","tower","gas","NGCC",1117470,0.731330851447778,0.599691298187178,0.862970404708378,1.02386319202689,0.674652710460575,1.72594080941676
56104,"070200071102",2011,"Mankato Energy Center","Blue Earth","MN","City of Mankato POTW","Recirculating Tower","tower","gas","NGCC",331432,0.20578342192767,0.168742405980689,0.24282443787465,0.288096790698738,0.189835206728275,0.485648875749301
56119,"020301050507",2011,"Middlesex Generating Facility","MIDDLESEX","NJ","Edward J. Patten Wastewater Pl","Once-through fresh","river","gas","NGCC",100940,0.0333332668121263,0.0259999481134585,0.0406665855107941,4.25685427099849,1.92778194518538,32.3372309434634
56150,"030601090305",2011,"McIntosh Combined Cycle Facility","Effingham","GA","Savannah River","Recirculating Tower","tower","gas","NGCC",8163831,4.25843705478334,3.49191838492234,5.02495572464434,5.96181187669668,3.92840818303763,10.0499114492887
56164,"070400020601",2011,"Faribault Energy Park","Rice","MN","Wells","Recirculating Tower","tower","gas","NGCC",291249,0.164937213244939,0.13524851486085,0.194625911629029,0.230912098542915,0.152154579218457,0.389251823258057
56177,"160202020603",2011,"Nebo Power Station","UTAH","UT","Municipality","Recirculating Tower","tower","gas","NGCC",339647,0.271483623277855,0.222616571087841,0.320350675467869,0.380077072588997,0.250443642473821,0.640701350935738
56188,"020302020406",2011,"Pinelawn Power LLC","SUFFOLK","NY",NA,"Recirculating Tower","tower","gas","NGCC",103016,0.0784448201554832,0.0643247525274962,0.0925648877834701,0.109822748217676,0.0723653465934332,0.18512977556694
56224,"160401050804",2011,"TS Power Plant","Eureka","NV","Wells","Recirculating Tower","tower","coal","ST",1319107,1.51693412110986,1.24388597931008,1.78998226290963,2.1237077695538,1.39937172672384,3.57996452581926
56227,"170800030407",2011,"Port Westward","Columbia","OR","Columbia River","Recirculating Tower","tower","gas","NGCC",1392219,0.581132768845084,0.476528870452969,0.685736667237199,0.813585876383117,0.53609497925959,1.3714733344744
56237,"160202010803",2011,"Lake Side Power Plant","Utah","UT","Wells","Recirculating Tower","tower","gas","NGCC",1852069,0.966218878313339,0.792299480216938,1.14013827640974,1.35270642963867,0.891336915244055,2.28027655281948
56259,"020200060305",2011,"Empire Generating Co  LLC","Rensselaer","NY","Municipal","Recirculating Tower","tower","gas","NGCC",3800897,1.85908150330099,1.52444683270681,2.19371617389516,2.60271410462138,1.71500268679516,4.38743234779033
56298,"180201610302",2011,"Roseville Energy Park","Placer","CA","Municipality/recycled water","Recirculating Tower","tower","gas","NGCC",133039,0.0947471008094988,0.0776926226637891,0.111801578955209,0.132645941133298,0.0874042004967627,0.223603157910417
56319,"101202010503",2011,"Wygen 2","Campbell","WY","wells","Complex","complex","coal","ST",674518,0.0523249419141015,0,1.23486862917279,0.073254918679742,0,2.46973725834559
56349,"120800050402",2011,"Quail Run Energy Center","Ector","TX","Texland Great Plants Water Sup","Recirculating Tower","tower","gas","NGCC",680838.96,0.657573392345095,0.539210181722978,0.775936602967212,0.920602749283133,0.60661145443835,1.55187320593442
56350,"120903020203",2011,"Colorado Bend Energy Center","Wharton","TX","WELLS","Recirculating Tower","tower","gas","NGCC",1534227,1.27562740644918,1.04601447328833,1.50524033961003,1.78587836902885,1.17676628244937,3.01048067922007
56356,"180702030804",2011,"Clearwater Power Plant","Riverside","CA","Municipality","Recirculating Tower","tower","gas","NGCC",12287,0.0116695767378918,0.00956905292507131,0.0137701005507124,0.0163374074330486,0.0107651845407052,0.0275402011014247
56400,"030902060200",2011,"Treasure Coast Energy Center","St Lucie","FL","Well Water + Treated Effluent","Recirculating Tower","tower","gas","NGCC",1703380,0.909729964393443,0.745978570802623,1.07348135798426,1.27362195015082,0.839225892152951,2.14696271596853
56407,"030902020100",2011,"West County Energy Center","Palm Beach","FL","Village of Wellington, Wells","Recirculating Tower","tower","gas","NGCC",21398147.573,11.2337558310106,9.21167978142868,13.2558318805925,15.7272581634148,10.3631397541073,26.511663761185
56456,"080202031207",2011,"Plum Point Energy Station","Mississippi","AR","Mississippi River","Recirculating Tower","tower","coal","ST",4179644,5.03849292296022,4.13156419682738,5.94542164909306,7.05389009214431,4.6480097214308,11.8908432981861
56565,"111403040506",2011,"J Lamar Stall Unit","Caddo","LA","Cross Bayou","Recirculating Tower","tower","gas","NGCC",3001247,1.67782411927001,1.37581577780141,1.97983246073862,2.34895376697802,1.54779275002659,3.95966492147723
56616,"150200080104",2011,"Snowflake White Mountain Power LLC","Navajo","AZ","Wells","Recirculating Tower","tower","biomass","ST",160652,0.242570273483346,0.198907624256344,0.286232922710348,0.339598382876684,0.223771077288387,0.572465845420696
56643,"070102060805",2011,"St Paul Cogeneration","Ramsey","MN","Wells","Recirculating Tower","tower","multi-fuel","ST",64725,0.0878859063000543,0.0720664431660445,0.103705369434064,0.123040268820076,0.0810747485618001,0.207410738868128
56671,"050200030309",2011,"Longview Power LLC","Monongalia","WV","Monongahela River","Recirculating Tower","tower","coal","ST",244081.001,0.184450623630546,0.151249511377048,0.217651735884045,0.258230873082765,0.170155700299179,0.435303471768089
56706,"180400070505",2011,"Ampersand Chowchilla Biomass LLC","Madera","CA","Municipality","Recirculating Tower","tower","biomass","ST",31939,0.111161324055335,0.091152285725375,0.131170362385296,0.15562585367747,0.102546321441047,0.262340724770592
56707,"180400011605",2011,"El Nido Facility","MERCED","CA","Wells","Recirculating Tower","tower","biomass","ST",20848,0.0764717651861813,0.0627068474526687,0.0902366829196939,0.107060471260654,0.0705452033842522,0.180473365839388
56798,"010802050702",2011,"Kleen Energy Systems Project","Middlesex","CT","Connecticut River","Recirculating Tower","tower","gas","NGCC",1924519,0.877590137504267,0.719623912753499,1.03555636225504,1.22862619250597,0.809576901847687,2.07111272451007
56806,"120402030106",2011,"Cedar Bayou 4","Chambers","TX","Cedar Bayou","Once-through saline","OS","gas","NGCC",286593,0,0,0,11.8482513573604,5.38782261094865,88.7012963903704
56807,"020802031502",2011,"Bear Garden","Buckingham","VA","James River (ECTI)","Recirculating Tower","tower","gas","NGCC",2235230.998,1.12867677974965,0.925514959394714,1.33183860010459,1.58014749164951,1.04120432931905,2.66367720020918
56931,"120200050104",2011,"Aspen Biomass Power Plant","Angelina","TX","Well","Recirculating Tower","tower","biomass","ST",28152,0.0309367505057738,0.0253681354147345,0.0365053655968131,0.0433114507080833,0.0285391523415763,0.0730107311936262
57119,"070200121102",2011,"Koda Biomass Plant","SCOTT","MN","Well","Recirculating Tower","tower","biomass","ST",130320,0.161091483957723,0.132095016845333,0.190087951070114,0.225528077540813,0.148606893951,0.380175902140227
57564,"180300120206",2011,"Algonquin Power Sanger LLC","Fresno","CA",NA,"Recirculating Tower","tower","gas","NGCC",131506,0.0739448214675065,0.0606347536033553,0.0872548893316577,0.103522750054509,0.0682140978037748,0.174509778663315
3,"031602040106",2012,"Barry","Mobile","AL","Mobile River","Complex","complex","multi-fuel","complex",13273950,10.0923233187051,8.03963237602801,12.1450142613821,501.15298663468,230.616570373422,3632.84577730453
7,"031501060204",2012,"Gadsden","Etowah","AL","Coosa River","Once-through fresh","river","multi-fuel","ST",223728,0.360599880528994,0.281267906812615,0.439931854245373,31.8035294028356,14.5276453545752,234.427878722784
8,"031601090604",2012,"Gorgas","Walker","AL","Warrior River","Once-through fresh","river","coal","ST",3076873,3.25465402020657,2.53863013576113,3.97067790465202,287.904542074923,131.55531268913,2120.09780471668
10,"031601130806",2012,"Greene County","Greene","AL","Black Warrior River","Once-through fresh","river","coal","ST",2015762,2.03528091426464,1.58751911312642,2.48304271540286,178.344179798394,81.5111835388812,1312.11580891243
26,"031501070304",2012,"E C Gaston","Shelby","AL","Coosa River","Complex","complex","coal","ST",8140655,9.81026831092507,7.91097208940197,11.7095645324482,305.604555048337,141.38959304343,2203.34122964827
46,"060300021107",2012,"Browns Ferry","Limestone","AL","Tennessee River","Complex","complex","nuclear","ST",26078235,34.1576108773756,24.7314763211199,51.8727642880355,2336.73890294383,40.5530720811125,21408.8897818375
47,"060300050807",2012,"Colbert","Colbert","AL","Tennessee River","Once-through fresh","river","coal","ST",3413520,3.84383139244234,2.99818848610502,4.68947429877965,341.440440086359,155.901607914724,2520.57051659695
50,"060300010205",2012,"Widows Creek","Jackson","AL","Tennessee River","Once-through fresh","river","coal","ST",4447913,4.78991744447404,3.73613560668975,5.84369928225833,443.459502840481,202.22132300256,3288.43769455073
51,"111402060602",2012,"Dolet Hills","De Soto","LA","Toledo Bend Lake","Recirculating Tower","tower","coal","ST",4616823,6.25165723431118,5.12635893213517,7.3769555364872,8.75232012803566,5.76715379865207,14.7539110729744
56,"031602030901",2012,"Charles R Lowman","Washington","AL","Tombigbee River","Complex","complex","coal","ST",1886003,2.97713850165735,2.44095681995841,3.5133201833563,4.76926155725395,3.01975011902083,11.4734789241415
59,"102001011107",2012,"Platte","HALL","NE","Wells","Recirculating Tower","tower","coal","ST",442214,0.705205353647503,0.578268389990953,0.832142317304054,0.987287495106504,0.650551938739822,1.66428463460811
60,"102702060409",2012,"Whelan Energy Center","Adams","NE","Wells","Recirculating Tower","tower","coal","ST",1363911,1.8037768749029,1.47909703742037,2.12845671238542,2.52528762486405,1.66398416709792,4.25691342477083
87,"130202070105",2012,"Escalante","McKinley","NM","Wells","Recirculating Tower","tower","coal","ST",1122027,1.75128298334307,1.43605204634132,2.06651392034483,2.4517961766803,1.61555855213398,4.13302784068965
108,"110300010804",2012,"Holcomb","Finney","KS","Wells","Recirculating Tower","tower","coal","ST",1967702,2.85889179413622,2.3442912711917,3.37349231708073,4.0024485117907,2.63732768009066,6.74698463416147
113,"150200080603",2012,"Cholla","Navajo","AZ","Lake Wells","Recirculating Tower","tower","coal","ST",6984860,10.3404569669354,8.47917471288704,12.2017392209838,14.4766397537096,9.53907155199792,24.4034784419676
116,"150601060305",2012,"Ocotillo","Maricopa","AZ","Wells","Recirculating Tower","tower","gas","ST",70270,0.159437529800334,0.130738774436274,0.188136285164395,0.223212541720468,0.147081121240809,0.376272570328789
117,"150601060307",2012,"West Phoenix","Maricopa","AZ","Wells","Recirculating Tower","tower","gas","NGCC",2269991,2.04304040105281,1.67529312886331,2.41078767324232,2.86025656147394,1.88470476997122,4.82157534648463
120,"150301080301",2012,"Yucca","Yuma","AZ","Wells","Recirculating Tower","tower","gas","ST",116512,0.210206061777284,0.172368970657373,0.248043152897195,0.294288486488198,0.193915091989545,0.496086305794391
126,"150503010904",2012,"H Wilson Sundt Generating Station","Pima","AZ","Wells","Recirculating Tower","tower","gas","ST",795361,1.56016806987979,1.27933781730143,1.84099832245815,2.18423529783171,1.43925504446411,3.68199664491631
127,"111302070303",2012,"Oklaunion","Wilbarger","TX","Municipality","Recirculating Tower","tower","coal","ST",3118474,3.9102349062323,3.20639262311049,4.61407718935412,5.47432886872522,3.6071917009993,9.22815437870824
130,"030502010101",2012,"Cross","Berkeley","SC","Diversion Canal","Recirculating Tower","tower","coal","ST",13100910,16.8572643208377,13.8229567430869,19.8915718985884,23.6001700491727,15.5508263359727,39.7831437971768
136,"030801030801",2012,"Seminole","Putnam","FL","St Johns River","Recirculating Tower","tower","coal","ST",7593188,10.6745002806786,8.75309023015641,12.5959103312007,14.94430039295,9.84722650892597,25.1918206624014
141,"150701020809",2012,"Agua Fria","Maricopa","AZ","Wells","Recirculating Tower","tower","gas","ST",56085,0.126272168917465,0.103543178512321,0.149001159322609,0.176781036484451,0.116486075826362,0.298002318645218
147,"150501001101",2012,"Kyrene","Maricopa","AZ","Well Water","Recirculating Tower","tower","multi-fuel","multiple",2287486,0.805764844844981,0.660727172772885,0.950802516917078,1.12807078278297,0.743318069369495,1.90160503383416
160,"150502010706",2012,"Apache Station","Cochise","AZ","Wells","Recirculating Tower","tower","multi-fuel","multiple",3223994,2.73605345352689,2.24356383189205,3.22854307516173,3.83047483493765,2.52400931087856,6.45708615032347
165,"110702090702",2012,"GRDA","Mayes","OK","Grand Neosho","Recirculating Tower","tower","coal","ST",5055782,8.34588902695435,6.84362900210257,9.84814905180614,11.6842446377361,7.69908262736539,19.6962981036123
167,"111102070403",2012,"Cecil Lynch","Pulaski","AR","Arkansas River","Recirculating Tower","tower","gas","ST",2805,0.00759712330697215,0.00622964111171716,0.00896460550222713,0.010635972629761,0.0070083462506818,0.0179292110044543
170,"080401010806",2012,"Lake Catherine","Hot Spring","AR","Lake Catherine","Once-through fresh","lake","gas","ST",615288,0.828161192903528,0.645965730464752,1.0103566553423,69.9753989761737,32.0279403269206,512.262577539404
201,"111102020401",2012,"Thomas Fitzhugh","Franklin","AR","Arkansas River","Complex","complex","gas","NGCC",114459,0.09237138256185,0.0672418952362401,0.15021367169212,6.27822896583433,0.117433993335577,53.9533964330267
202,"110100130603",2012,"Carl Bailey","Woodruff","AR","White River","Once-through fresh","river","gas","ST",46502,0.0716561454544096,0.0558917934544395,0.0874204974543797,6.05735894093066,2.77086735905053,44.4300926411787
203,"080401020906",2012,"McClellan","Ouachita","AR","Ouachita River","Once-through fresh","river","gas","ST",199295,0.280669373734453,0.218922111512873,0.342416635956032,24.2868109705837,11.1003293369781,178.679606038978
204,"071300090204",2012,"Clinton Power Station","De Witt","IL","Salt Creek","Once-through fresh","lake","nuclear","ST",9373726,10.9061204396596,8.50677394293447,13.3054669363847,1022.3048822251,466.10113394904,7585.99368810627
207,"030801031602",2012,"St Johns River Power Park","Duval","FL","St. Johns River","Recirculating Tower","tower","coal","ST",6218097,9.01246514879184,7.39022142200931,10.6347088755744,12.6174512083086,8.31399909976047,21.2694177511488
210,"110702040101",2012,"Wolf Creek Generating Station","Coffey","KS","Wolf Creek Cooling Lake","Recirculating pond","pond","nuclear","ST",8295929,37.9297202918194,29.5851818276192,46.2742587560197,37.9297202918194,29.5851818276192,46.2742587560197
228,"180400030907",2012,"Contra Costa","Contra Costa","CA","San Joaquin River","Once-through fresh","river","gas","ST",133269,0.111139203781007,0.0866885789491852,0.135589828612828,13.423104151478,6.08422851744517,101.64732317069
259,"180600060503",2012,"Dynegy Morro Bay LLC","San Luis Obispo","CA","Morro Bay","Once-through saline","OS","gas","ST",204937,0,0,0,14.7373205018689,6.70508761198999,110.127961070618
260,"180600150301",2012,"Dynegy Moss Landing Power Plant","Monterey","CA","Moss Landing Harbor","Once-through saline","OS","gas","multiple",5021615,0,0,0,194.8614168601,88.8468558513025,1445.41833376319
271,"180500010401",2012,"Pittsburg Power","Contra Costa","CA","Sacremento-San Joaquin River D","Complex","complex","gas","ST",224605,0.189209625297684,0.14928993403639,0.229129316558978,17.9509269785244,8.14786074995407,135.639586876048
298,"120701030306",2012,"Limestone","Limestone","TX","Lake Limestone","Recirculating Tower","tower","coal","ST",11519014,13.7874973822944,11.3057478534814,16.2692469111074,19.3024963352122,12.7189663351666,32.5384938222149
302,"180703030504",2012,"Encina","San Diego","CA","Pacific Ocean","Once-through saline","OS","gas","ST",1373932,0,0,0,147.122127159734,67.0839525759211,1091.05253364989
315,"180701060702",2012,"AES Alamitos LLC","Los Angeles","CA","Los Cerritos Channel","Once-through saline","OS","gas","ST",1464747,0,0,0,157.884696719272,72.0351035470134,1168.41822788627
329,"180902081402",2012,"Coolwater","San Bernardino","CA","Wells","Recirculating Tower","tower","gas","multiple",484381,0.751437336229138,0.616178615707893,0.886696056750383,1.05201227072079,0.69320094267138,1.77339211350077
330,"180701040500",2012,"El Segundo Power","Los Angeles","CA","Pacific Ocean","Once-through saline","OS","gas","ST",602624,0,0,0,63.9811846548089,29.1859118298265,473.792395170259
331,"180702030804",2012,"Etiwanda Generating Station","San Bernardino","CA","Wells","Recirculating Tower","tower","gas","ST",252905,0.552780291255214,0.453279838829276,0.652280743681153,0.7738924077573,0.509939818682935,1.30456148736231
335,"180702010002",2012,"AES Huntington Beach LLC","Orange","CA","Pacific Ocean","Once-through saline","OS","gas","ST",1167621,0,0,0,104.786143599986,47.7904332033902,776.491667176651
345,"180701030202",2012,"Mandalay","Ventura","CA","Pacific Ocean","Once-through saline","OS","gas","ST",210565,0,0,0,21.6250892294244,9.84677520603585,161.150457441651
350,"180701030201",2012,"Ormond Beach","Ventura","CA","Pacific Ocean","Once-through saline","OS","gas","ST",251381,0,0,0,25.0654788429015,11.4339477464936,185.613552571562
356,"180701040500",2012,"AES Redondo Beach LLC","Los Angeles","CA","Pacific Ocean","Once-through saline","OS","gas","ST",547638,0,0,0,67.1363709306046,30.6024189343932,498.444027364073
358,"180702030507",2012,"Mountainview Generating Station","San Bernardino","CA","Wells","Recirculating Tower","tower","gas","NGCC",6586447,4.15081335438391,3.4036669505948,4.89795975817301,5.81113869613747,3.82912531941916,9.79591951634602
371,"170200160601",2012,"Columbia Generating Station","Benton","WA","Columbia River","Recirculating Tower","tower","nuclear","ST",9333709,14.4419272267141,11.8423803259056,17.0414741275226,20.2186981173997,13.3226778666438,34.0829482550453
377,"180701050208",2012,"Grayson","Los Angeles","CA","Municipal","Recirculating Tower","tower","gas","multiple",167399,0.365230116769973,0.299488695751378,0.430971537788568,0.511322163477962,0.3369247827203,0.861943075577136
384,"071200040905",2012,"Joliet 29","Will","IL","Desplaines River","Complex","complex","coal","ST",5137259,4.74833439249661,2.87569996540062,8.52580685227763,330.361018853015,6.66530239086959,3553.32243388071
389,"181002040801",2012,"El Centro","Imperial","CA","Dogwood Canal","Recirculating Tower","tower","gas","multiple",912367,1.27000511303903,1.041404192692,1.49860603338605,1.77800715825464,1.1715797167785,2.9972120667721
399,"180701060701",2012,"Harbor","Los Angeles","CA","Pacific Ocean","Once-through saline","OS","gas","NGCC",95895,0,0,0,7.35677292590491,3.35742440414198,54.3935127387851
400,"180701060702",2012,"Haynes","Los Angeles","CA","Pacific Ocean","Once-through saline","OS","gas","multiple",3079373,0,0,0,230.441111248515,105.110877479328,1706.96050135862
404,"180701040500",2012,"Scattergood","Los Angeles","CA","Pacific Ocean","Once-through saline","OS","gas","ST",1087220,0,0,0,117.205234008562,53.4365154033007,869.527330942855
408,"180701050208",2012,"Valley","Los Angeles","CA","Municipality","Recirculating Tower","tower","gas","NGCC",3215814,1.87645565037245,1.53869363330541,2.2142176674395,2.62703791052144,1.73103033746859,4.42843533487899
420,"180701050303",2012,"Broadway","Los Angeles","CA","Municipality","Recirculating Tower","tower","gas","ST",133858,0.25057626380021,0.205472536316172,0.295679991284248,0.350806769320294,0.231156603355694,0.591359982568496
462,"110200020401",2012,"W N Clark","Fremont","CO","Arkansas River","Recirculating Tower","tower","coal","ST",223647,0.429902800388157,0.352520296318289,0.507285304458025,0.60186392054342,0.396585333358075,1.01457060891605
465,"101900020904",2012,"Arapahoe","Denver","CO","South Platte River","Recirculating Tower","tower","coal","ST",792166,1.41000400584142,1.15620328478996,1.66380472689287,1.97400560817798,1.30072869538871,3.32760945378574
469,"101900030304",2012,"Cherokee","Adams","CO","South Platte River","Recirculating Tower","tower","coal","ST",3020306,4.47745326832424,3.67151168002588,5.28339485662261,6.26843457565394,4.13045064002911,10.5667897132452
470,"110200021201",2012,"Comanche","Pueblo","CO","Arkansas River","Complex","complex","coal","ST",9121785,9.26949139572002,4.49711034393434,13.5612107981745,12.977287954008,5.05924913692613,27.1224215963491
477,"101900050504",2012,"Valmont","Boulder","CO","South Boulder Creek","Recirculating pond","pond","coal","ST",1009283,3.54223839062848,2.76294594469021,4.32153083656674,3.54223839062848,2.76294594469021,4.32153083656674
478,"101900020904",2012,"Zuni","Denver","CO","South Platte River","Recirculating Tower","tower","gas","ST",1078,0.00505892071266604,0.00414831498438615,0.00596952644094593,0.00708248899773245,0.00466685435743442,0.0119390528818919
492,"110200030303",2012,"Martin Drake","El Paso","CO","Municipality","Recirculating Tower","tower","coal","ST",1408737,2.14192711759355,1.75638023642671,2.52747399876039,2.99869796463097,1.97592776598005,5.05494799752078
493,"110200030107",2012,"George Birdsall","El Paso","CO","Municipality","Recirculating Tower","tower","gas","ST",10987,0.0289238108187629,0.0237175248713856,0.0341300967661402,0.0404933351462681,0.0266822154803088,0.0682601935322805
525,"140500011104",2012,"Hayden","Routt","CO","Yampa River","Recirculating Tower","tower","coal","ST",2479817,3.51886853641408,2.88547219985954,4.15226487296861,4.92641595097971,3.24615622484198,8.30452974593722
527,"140300030703",2012,"Nucla","Montrose","CO","San Miguel River","Recirculating Tower","tower","coal","ST",553263,1.02727949890512,0.842369189102201,1.21218980870804,1.43819129846717,0.947665337739976,2.42437961741609
533,"031403010405",2012,"McWilliams","Covington","AL","Conecuh River","Recirculating Tower","tower","gas","NGCC",3192485.01,2.11031110139258,1.73045510314192,2.49016709964325,2.95443554194962,1.94676199103466,4.9803341992865
546,"011000030203",2012,"Montville Station","New London","CT","Thames River","Once-through saline","OS","multi-fuel","ST",30154,0,0,0,4.1327039457426,1.88538366698807,30.5984492632805
548,"011000060202",2012,"NRG Norwalk Harbor","Fairfield","CT","Long Island Sound","Once-through saline","OS","oil","ST",22469,0,0,0,2.69812039090784,1.23077361693388,19.9828742358801
550,"170200011304",2012,"Kettle Falls Generating Station","Stevens","WA","Wells","Recirculating Tower","tower","biomass","ST",210047,0.349301035405164,0.286426849032235,0.412175221778094,0.48902144956723,0.322230205161264,0.824350443556187
562,"010802050702",2012,"Middletown","Middlesex","CT","Connecticut River","Complex","complex","gas","ST",180006,0.230442633938478,0.181340709515524,0.279544558361432,17.202513929384,7.86150562870195,126.903645138234
564,"030801011003",2012,"Stanton Energy Center","Orange","FL","Eastern Water Reclaimation Fac","Recirculating Tower","tower","multi-fuel","multiple",8905645.116,5.76396091337533,4.72644794896777,6.80147387778289,8.06954527872547,5.31725394258875,13.6029477555658
566,"011000030305",2012,"Millstone","New London","CT","Long Island Sound","Once-through saline","OS","nuclear","ST",17077887,0,0,0,1830.21802701481,832.931209109877,13665.1347254258
568,"011000060303",2012,"Bridgeport Station","Fairfield","CT","Bridgeport Harbor","Once-through saline","OS","coal","ST",109778,0,0,0,14.4569877775042,6.58242223982868,107.77535838308
589,"043001030704",2012,"J C McNeil","Chittenden","VT","Wells","Recirculating Tower","tower","biomass","ST",225446,0.388983079150163,0.318966124903134,0.459000033397193,0.544576310810229,0.358836890516026,0.918000066794385
593,"020402050602",2012,"Edge Moor","New Castle","DE","Delaware River","Once-through saline","OS","gas","ST",1079803,0,0,0,106.213025978647,48.1623877593792,803.15631581858
594,"020403030206",2012,"Indian River Generating Station","Sussex","DE","Indian River","Recirculating Tower","tower","coal","ST",1175517,1.99837487451286,1.63866739710055,2.35808235192518,2.79772482431801,1.84350082173812,4.71616470385036
599,"020402070301",2012,"McKee Run","Kent","DE","Municipality","Recirculating Tower","tower","gas","ST",22259,0.0609122527675693,0.0499480472694068,0.0718764582657318,0.085277153874597,0.0561915531780827,0.143752916531464
602,"020600031204",2012,"Brandon Shores","Anne Arundel","MD","Patapsco River","Recirculating Tower","tower","coal","ST",4876792,7.54846962853949,6.18974509540238,8.9071941616766,10.5678574799553,6.96346323232768,17.8143883233532
603,"020700100204",2012,"Benning","District of Columbia","DC","Anacostia River","Recirculating Tower","tower","oil","ST",2645,0.00458203236415283,0.00375726653860532,0.00540679818970034,0.00641484530981397,0.00422692485593099,0.0108135963794007
612,"030902050605",2012,"Fort Myers","Lee","FL","Caloosahatchee River","Complex","complex","gas","NGCC",8932835.73,1.07502768449233,0,6.34266333850473,274.373268158529,4.95856519472086,2498.37610440646
